search_id,run_order,priority,research_theme,catalog_name,catalog_slug,source_type,query_mode,http_method,endpoint_template,search_term,search_expression,request_parameters_json,geography_scope,time_scope,expected_record_type,what_are_we_expecting,downstream_use,auth_requirement,auth_env_var,pagination_strategy,rate_limit_note,dedupe_key_hint,join_keys_expected,requires_schema_discovery,source_docs_url,notes
CDCC-0008,68,P0,disease_core,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Ixodes scapularis,Ixodes scapularis,"{""search_context"":""data.cdc.gov"",""q"":""Ixodes scapularis"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0009,69,P0,disease_core,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Ixodes pacificus,Ixodes pacificus,"{""search_context"":""data.cdc.gov"",""q"":""Ixodes pacificus"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0010,70,P0,disease_core,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,erythema migrans,erythema migrans,"{""search_context"":""data.cdc.gov"",""q"":""erythema migrans"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0011,71,P0,disease_core,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,neuroborreliosis,neuroborreliosis,"{""search_context"":""data.cdc.gov"",""q"":""neuroborreliosis"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0012,72,P0,disease_core,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme arthritis,Lyme arthritis,"{""search_context"":""data.cdc.gov"",""q"":""Lyme arthritis"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Core disease, pathogen, vector, and syndrome records that define the Lyme problem space.",Build the disease/pathogen terminology graph and identify authoritative baseline datasets.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0013,73,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme babesiosis coinfection,Lyme babesiosis coinfection,"{""search_context"":""data.cdc.gov"",""q"":""Lyme babesiosis coinfection"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0014,74,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme anaplasmosis coinfection,Lyme anaplasmosis coinfection,"{""search_context"":""data.cdc.gov"",""q"":""Lyme anaplasmosis coinfection"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0015,75,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme ehrlichiosis coinfection,Lyme ehrlichiosis coinfection,"{""search_context"":""data.cdc.gov"",""q"":""Lyme ehrlichiosis coinfection"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0016,76,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme Powassan coinfection,Lyme Powassan coinfection,"{""search_context"":""data.cdc.gov"",""q"":""Lyme Powassan coinfection"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0017,77,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Babesia microti,Babesia microti,"{""search_context"":""data.cdc.gov"",""q"":""Babesia microti"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0018,78,P0,coinfections,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Anaplasma phagocytophilum,Anaplasma phagocytophilum,"{""search_context"":""data.cdc.gov"",""q"":""Anaplasma phagocytophilum"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Other tickborne pathogens, coinfection patterns, and related surveillance or clinical evidence.",Identify where single-disease workflows miss clinically relevant tickborne conditions.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0019,79,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme disease surveillance,Lyme disease surveillance,"{""search_context"":""data.cdc.gov"",""q"":""Lyme disease surveillance"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0020,80,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme disease incidence,Lyme disease incidence,"{""search_context"":""data.cdc.gov"",""q"":""Lyme disease incidence"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0021,81,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme disease case counts,Lyme disease case counts,"{""search_context"":""data.cdc.gov"",""q"":""Lyme disease case counts"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0022,82,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme disease underreporting,Lyme disease underreporting,"{""search_context"":""data.cdc.gov"",""q"":""Lyme disease underreporting"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0023,83,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,Lyme disease case definition,Lyme disease case definition,"{""search_context"":""data.cdc.gov"",""q"":""Lyme disease case definition"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0024,84,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,notifiable disease Lyme,notifiable disease Lyme,"{""search_context"":""data.cdc.gov"",""q"":""notifiable disease Lyme"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCC-0025,85,P0,surveillance_public_health,Data.CDC.gov / Socrata Catalog,data_cdc_gov,public_health_data_catalog,catalog_search,GET,https://api.us.socrata.com/api/catalog/v1,tickborne disease surveillance,tickborne disease surveillance,"{""search_context"":""data.cdc.gov"",""q"":""tickborne disease surveillance"",""limit"":100}",United States,All available; preserve source vintage,dataset_metadata,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,Increment offset by limit until resultSetSize is exhausted.,"Anonymous queries work, but an X-App-Token is recommended for automated exploration.",resource.id,"Socrata dataset id, publisher, geographic and temporal fields",false,https://dev.socrata.com/,"After discovery, fetch /api/views/{dataset_id} for schema and /resource/{dataset_id}.json for rows."
CDCL-0001,86,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,schema_discovery,GET,https://data.cdc.gov/api/views/84rx-ksgd,schema discovery,schema discovery,{},United States,All available; preserve source vintage,dataset_schema,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,"Fetch field names, types, descriptions, and metadata before constructing SoQL. Surveillance location is not necessarily exposure location; preserve case-definition vintage."
CDCL-0002,87,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,full_download,GET,https://data.cdc.gov/api/views/84rx-ksgd/rows.csv?accessType=DOWNLOAD,full CSV download,full CSV download,{},United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,Download the complete public-use aggregate file for local profiling. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0003,88,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/84rx-ksgd.json,JSON page sample,JSON page sample,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""JSON page sample""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,Fetch an initial JSON sample to test normalization. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0004,89,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/84rx-ksgd.json,distinct geography values,distinct geography values,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""distinct geography values""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,Discover state/county/geography encodings and missing-value conventions. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0005,90,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/84rx-ksgd.json,distinct time values,distinct time values,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""distinct time values""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,Discover year or reporting-period fields and vintages. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0006,91,P0,surveillance_public_health,CDC Lyme surveillance 1992-2007,cdc_lyme_84rx-ksgd,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/84rx-ksgd.json,null profile,null profile,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""null profile""}",United States,All available; preserve source vintage,data_quality_profile,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/84rx-ksgd,Measure missingness after schema mapping. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0007,92,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,schema_discovery,GET,https://data.cdc.gov/api/views/qtbi-xd4i,schema discovery,schema discovery,{},United States,All available; preserve source vintage,dataset_schema,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,"Fetch field names, types, descriptions, and metadata before constructing SoQL. Surveillance location is not necessarily exposure location; preserve case-definition vintage."
CDCL-0008,93,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,full_download,GET,https://data.cdc.gov/api/views/qtbi-xd4i/rows.csv?accessType=DOWNLOAD,full CSV download,full CSV download,{},United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,Download the complete public-use aggregate file for local profiling. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0009,94,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/qtbi-xd4i.json,JSON page sample,JSON page sample,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""JSON page sample""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,Fetch an initial JSON sample to test normalization. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0010,95,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/qtbi-xd4i.json,distinct geography values,distinct geography values,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""distinct geography values""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,Discover state/county/geography encodings and missing-value conventions. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0011,96,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/qtbi-xd4i.json,distinct time values,distinct time values,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""distinct time values""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,Discover year or reporting-period fields and vintages. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0012,97,P0,surveillance_public_health,CDC Lyme surveillance 2008-2021,cdc_lyme_qtbi-xd4i,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/qtbi-xd4i.json,null profile,null profile,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""null profile""}",United States,All available; preserve source vintage,data_quality_profile,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/qtbi-xd4i,Measure missingness after schema mapping. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0013,98,P0,surveillance_public_health,CDC Lyme surveillance 2022-2023,cdc_lyme_x5j9-wybp,disease_surveillance_dataset,schema_discovery,GET,https://data.cdc.gov/api/views/x5j9-wybp,schema discovery,schema discovery,{},United States,All available; preserve source vintage,dataset_schema,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/x5j9-wybp,"Fetch field names, types, descriptions, and metadata before constructing SoQL. Surveillance location is not necessarily exposure location; preserve case-definition vintage."
CDCL-0014,99,P0,surveillance_public_health,CDC Lyme surveillance 2022-2023,cdc_lyme_x5j9-wybp,disease_surveillance_dataset,full_download,GET,https://data.cdc.gov/api/views/x5j9-wybp/rows.csv?accessType=DOWNLOAD,full CSV download,full CSV download,{},United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",false,https://dev.socrata.com/foundry/data.cdc.gov/x5j9-wybp,Download the complete public-use aggregate file for local profiling. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
CDCL-0015,100,P0,surveillance_public_health,CDC Lyme surveillance 2022-2023,cdc_lyme_x5j9-wybp,disease_surveillance_dataset,dataset_query,GET,https://data.cdc.gov/resource/x5j9-wybp.json,JSON page sample,JSON page sample,"{""$limit"":1000,""$offset"":0,""_analysis_task"":""JSON page sample""}",United States,All available; preserve source vintage,surveillance_observation,"Human case counts, surveillance definitions, geographic trends, reporting limitations, and prevention assets.",Build geographic and temporal outcome layers and document surveillance caveats.,optional_recommended,CDC_SOCRATA_APP_TOKEN,"For row APIs, use $limit/$offset or download the full CSV once.",Use an X-App-Token for repeatable automated access.,dataset id + source row identity or normalized geography/time/disease tuple,"state, county or county FIPS if present, year/reporting period",true,https://dev.socrata.com/foundry/data.cdc.gov/x5j9-wybp,Fetch an initial JSON sample to test normalization. Surveillance location is not necessarily exposure location; preserve case-definition vintage.
